date,away,home,score_away,score_home,game_result,offensive_first_downs_away,offensive_third_down_conversions_away,offensive_third_down_opportunities_away,offensive_fourth_down_conversions_away,offensive_fourth_down_conversion_attempts_away,offensive_passing_completions_away,offensive_passing_attempts_away,offensive_passing_yards_away,offensive_rushing_attempts_away,offensive_rushing_yards_away,offensive_total_yards_away,offensive_sacks_taken_away,offensive_yards_lost_from_sacks_away,offensive_fumbles_away,offensive_interceptions_away,offensive_turnovers_away,offensive_penalties_away,offensive_penalty_yards_away,team_def_st_td_away,offensive_drives_away,team_offensive_time_of_possession_away,defensive_first_downs_allowed_away,defensive_third_down_conversions_allowed_away,defensive_third_down_opportunities_away,defensive_fourth_down_conversions_allowed_away,defensive_fourth_down_conversion_attempts_away,defensive_passing_completions_away,defensive_passing_attempts_away,defensive_passing_yards_allowed_away,defensive_rushing_attempts_away,defensive_rushing_yards_allowed_away,defensive_total_yards_allowed_away,defensive_sacks_away,defensive_sack_yards_away,defensive_fumbles_forced_away,defensive_int_forced_away,defensive_turnovers_forced_away,opposing_team_team_penalties_away,opposing_team_penalty_yards_away,opposing_team_def_st_td_away,opposing_team_drives_away,opposing_team_possession_away,points_scored_away,points_allowed_away,offensive_first_downs_home,offensive_third_down_conversions_home,offensive_third_down_opportunities_home,offensive_fourth_down_conversions_home,offensive_fourth_down_conversion_attempts_home,offensive_passing_completions_home,offensive_passing_attempts_home,offensive_passing_yards_home,offensive_rushing_attempts_home,offensive_rushing_yards_home,offensive_total_yards_home,offensive_sacks_taken_home,offensive_yards_lost_from_sacks_home,offensive_fumbles_home,offensive_interceptions_home,offensive_turnovers_home,offensive_penalties_home,offensive_penalty_yards_home,team_def_st_td_home,offensive_drives_home,team_offensive_time_of_possession_home,defensive_first_downs_allowed_home,defensive_third_down_conversions_allowed_home,defensive_third_down_opportunities_home,defensive_fourth_down_conversions_allowed_home,defensive_fourth_down_conversion_attempts_home,defensive_passing_completions_home,defensive_passing_attempts_home,defensive_passing_yards_allowed_home,defensive_rushing_attempts_home,defensive_rushing_yards_allowed_home,defensive_total_yards_allowed_home,defensive_sacks_home,defensive_sack_yards_home,defensive_fumbles_forced_home,defensive_int_forced_home,defensive_turnovers_forced_home,opposing_team_team_penalties_home,opposing_team_penalty_yards_home,opposing_team_def_st_td_home,opposing_team_drives_home,opposing_team_possession_home,points_scored_home,points_allowed_home
2012-09-05,Cowboys,Giants,24,17,0,20.4,4.933333333333334,12.4,0.3333333333333333,0.6666666666666666,23.533333333333335,35.6,258.3333333333333,25.466666666666665,116.2,374.53333333333336,2.3333333333333335,15.733333333333333,0.4666666666666667,0.7333333333333333,1.2,7.133333333333334,51.733333333333334,0.13333333333333333,11.666666666666666,31.25,19.066666666666666,5.0,12.666666666666666,0.26666666666666666,0.7333333333333333,20.666666666666668,33.4,239.4,24.6,102.66666666666667,342.06666666666666,2.533333333333333,14.866666666666667,0.6,0.9333333333333333,1.5333333333333334,5.666666666666667,43.333333333333336,0.4,11.4,29.784444444444443,19.2,25.133333333333333,21.066666666666666,5.066666666666666,13.066666666666666,0.26666666666666666,0.8,22.733333333333334,37.13333333333333,299.6,26.066666666666666,90.13333333333334,389.73333333333335,1.6,11.4,0.5333333333333333,1.0,1.5333333333333334,5.733333333333333,48.8,0.13333333333333333,12.6,29.63888888888889,21.133333333333333,5.266666666666667,13.666666666666666,0.6,1.1333333333333333,22.666666666666668,37.0,254.93333333333334,27.266666666666666,124.4,379.3333333333333,2.933333333333333,19.2,0.6666666666666666,1.3333333333333333,2.0,7.133333333333334,60.53333333333333,0.26666666666666666,12.533333333333333,30.361111111111107,25.266666666666666,24.866666666666667
2012-09-09,Colts,Bears,21,41,1,16.2,4.866666666666666,13.666666666666666,0.26666666666666666,0.6666666666666666,19.066666666666666,33.53333333333333,188.2,24.4,102.0,290.2,2.1333333333333333,13.533333333333333,0.8666666666666667,0.9333333333333333,1.8,4.666666666666667,32.6,0.4,11.666666666666666,26.416666666666668,21.133333333333333,6.2,13.666666666666666,0.2,0.4,22.266666666666666,31.266666666666666,227.66666666666666,33.266666666666666,142.4,370.06666666666666,1.8666666666666667,12.6,0.5333333333333333,0.4,0.9333333333333333,5.333333333333333,51.6,0.4666666666666667,12.066666666666666,33.583333333333336,18.666666666666668,23.466666666666665,16.933333333333334,4.0,12.466666666666667,0.13333333333333333,0.5333333333333333,16.4,29.4,181.46666666666667,28.6,128.46666666666667,309.93333333333334,2.933333333333333,20.8,0.6,1.2666666666666666,1.8666666666666667,6.4,49.6,0.9333333333333333,12.8,30.22888888888889,18.066666666666666,5.066666666666666,14.4,0.4666666666666667,1.0666666666666667,23.466666666666665,38.93333333333333,252.6,24.666666666666668,95.46666666666667,348.06666666666666,1.8666666666666667,11.0,0.6,1.2666666666666666,1.8666666666666667,5.933333333333334,43.6,0.4,12.933333333333334,30.2,19.666666666666668,23.8
2012-09-09,Eagles,Browns,17,16,0,21.933333333333334,5.133333333333334,12.8,0.4666666666666667,0.9333333333333333,21.066666666666666,34.8,262.8666666666667,27.866666666666667,136.0,398.8666666666667,1.9333333333333333,9.733333333333333,0.8,1.6666666666666667,2.466666666666667,6.6,50.8,0.4,12.266666666666667,31.407777777777778,17.866666666666667,4.866666666666666,13.266666666666667,0.3333333333333333,0.9333333333333333,18.866666666666667,32.2,214.4,25.866666666666667,109.8,324.2,3.0,19.2,0.5333333333333333,1.0,1.5333333333333334,5.866666666666666,50.2,0.26666666666666666,12.466666666666667,28.50111111111111,22.0,23.333333333333332,17.4,5.866666666666666,14.866666666666667,0.6,1.0666666666666667,20.066666666666666,35.333333333333336,192.53333333333333,25.933333333333334,96.53333333333333,289.06666666666666,2.466666666666667,13.266666666666667,0.4,0.8,1.2,5.6,51.666666666666664,0.06666666666666667,11.4,29.223333333333336,18.933333333333334,5.866666666666666,14.2,0.4,0.9333333333333333,16.666666666666668,29.466666666666665,186.93333333333334,33.4,148.0,334.93333333333334,1.8666666666666667,12.066666666666666,0.7333333333333333,0.6,1.3333333333333333,5.8,46.93333333333333,0.26666666666666666,10.866666666666667,31.047777777777778,15.333333333333334,16.733333333333334
2012-09-09,Rams,Lions,23,27,1,16.4,4.133333333333334,14.4,0.4,1.3333333333333333,18.266666666666666,34.266666666666666,179.26666666666668,25.533333333333335,100.86666666666666,280.1333333333333,3.3333333333333335,24.0,0.8,0.6666666666666666,1.4666666666666666,6.866666666666666,55.93333333333333,0.2,12.6,28.074444444444445,19.066666666666666,5.0,13.533333333333333,0.3333333333333333,0.4666666666666667,18.6,30.133333333333333,208.93333333333334,31.866666666666667,146.46666666666667,355.4,2.4,16.066666666666666,0.3333333333333333,0.8,1.1333333333333333,6.866666666666666,57.333333333333336,0.6,12.4,32.05555555555556,16.066666666666666,21.0,21.6,4.933333333333334,13.4,0.4666666666666667,0.8666666666666667,26.6,42.2,300.6,21.4,93.13333333333334,393.73333333333335,2.4,17.133333333333333,0.4666666666666667,1.0,1.4666666666666666,8.0,67.13333333333334,0.9333333333333333,12.4,29.74,20.533333333333335,4.066666666666666,12.733333333333333,0.4666666666666667,1.1333333333333333,23.133333333333333,37.2,238.13333333333333,26.266666666666666,132.93333333333334,371.06666666666666,2.6,17.6,0.8,1.3333333333333333,2.1333333333333333,7.533333333333333,62.86666666666667,0.5333333333333333,13.333333333333334,30.392222222222223,24.533333333333335,29.733333333333334
2012-09-09,Patriots,Titans,34,13,0,24.8,5.4,12.066666666666666,0.4666666666666667,0.7333333333333333,24.666666666666668,37.6,304.53333333333336,27.733333333333334,110.53333333333333,415.06666666666666,2.066666666666667,11.466666666666667,0.3333333333333333,0.7333333333333333,1.0666666666666667,5.333333333333333,51.0,0.4666666666666667,11.466666666666667,28.81222222222222,23.0,5.666666666666667,12.533333333333333,0.26666666666666666,0.9333333333333333,23.733333333333334,38.0,287.53333333333336,25.666666666666668,118.4,405.93333333333334,2.4,16.533333333333335,0.7333333333333333,1.4666666666666666,2.2,7.133333333333334,56.46666666666667,0.13333333333333333,11.266666666666667,31.187777777777782,25.533333333333335,27.333333333333332,17.866666666666667,5.066666666666666,13.8,0.6666666666666666,0.9333333333333333,22.133333333333333,36.666666666666664,244.93333333333334,24.2,93.0,337.93333333333334,1.4666666666666666,11.733333333333333,0.5333333333333333,0.8666666666666667,1.4,6.466666666666667,60.0,0.3333333333333333,12.0,28.40555555555556,20.266666666666666,5.8,14.533333333333333,0.5333333333333333,1.3333333333333333,23.466666666666665,37.8,231.26666666666668,27.6,126.0,357.26666666666665,1.7333333333333334,11.0,0.7333333333333333,0.7333333333333333,1.4666666666666666,6.266666666666667,51.53333333333333,0.4,11.933333333333334,31.694444444444443,20.8,20.0
2012-09-09,Falcons,Chiefs,40,24,0,21.8,6.2,14.2,0.2,0.8,23.466666666666665,38.2,267.6666666666667,27.666666666666668,105.53333333333333,373.2,1.7333333333333334,11.533333333333333,0.4666666666666667,0.8,1.2666666666666666,6.0,49.93333333333333,0.26666666666666666,11.933333333333334,32.44555555555556,18.266666666666666,5.8,13.266666666666667,0.4,0.6666666666666666,20.6,34.333333333333336,235.13333333333333,23.866666666666667,101.13333333333334,336.26666666666665,2.066666666666667,14.4,0.6,1.0666666666666667,1.6666666666666667,6.6,54.86666666666667,0.4666666666666667,11.2,27.993333333333332,20.666666666666668,24.866666666666667,17.6,5.2,14.133333333333333,0.4666666666666667,1.1333333333333333,18.466666666666665,30.933333333333334,198.33333333333334,31.266666666666666,119.0,317.3333333333333,2.1333333333333333,12.933333333333334,0.5333333333333333,1.1333333333333333,1.6666666666666667,7.266666666666667,60.86666666666667,0.26666666666666666,11.866666666666667,29.97222222222222,17.866666666666667,4.333333333333333,13.066666666666666,0.4666666666666667,1.0666666666666667,16.0,28.533333333333335,201.33333333333334,31.266666666666666,129.93333333333334,331.26666666666665,1.8666666666666667,11.933333333333334,0.4,1.2666666666666666,1.6666666666666667,6.866666666666666,53.6,0.06666666666666667,11.6,30.824444444444445,15.6,17.866666666666667
2012-09-09,Jaguars,Vikings,23,26,1,15.4,4.8,14.866666666666667,0.4,1.1333333333333333,14.866666666666667,29.666666666666668,134.6,29.466666666666665,120.46666666666667,255.06666666666666,2.8,21.066666666666666,0.4666666666666667,1.0,1.4666666666666666,4.8,42.733333333333334,0.4,12.2,29.39,17.0,5.0,13.8,0.26666666666666666,0.6,20.333333333333332,31.933333333333334,206.13333333333333,28.133333333333333,108.26666666666667,314.4,1.9333333333333333,13.266666666666667,0.7333333333333333,1.0666666666666667,1.8,6.533333333333333,55.666666666666664,0.26666666666666666,12.333333333333334,30.61,16.2,19.933333333333334,19.133333333333333,5.266666666666667,13.666666666666666,0.4666666666666667,1.2,18.6,33.0,195.26666666666668,28.133333333333333,143.93333333333334,339.2,3.1333333333333333,19.133333333333333,0.6,1.0666666666666667,1.6666666666666667,6.666666666666667,55.333333333333336,0.0,11.933333333333334,29.11444444444444,20.066666666666666,5.733333333333333,13.0,0.3333333333333333,0.5333333333333333,22.266666666666666,32.666666666666664,245.93333333333334,27.466666666666665,109.0,354.93333333333334,3.2,22.466666666666665,1.0,0.4,1.4,6.2,53.86666666666667,0.6666666666666666,12.0,31.01777777777778,23.133333333333333,26.733333333333334
2012-09-09,Commanders,Saints,40,32,0,19.4,5.066666666666666,13.6,0.2,0.8,21.666666666666668,37.13333333333333,234.33333333333334,24.933333333333334,102.66666666666667,337.0,2.466666666666667,15.866666666666667,0.6666666666666666,1.6,2.2666666666666666,5.866666666666666,58.13333333333333,0.0,11.933333333333334,30.205555555555556,18.666666666666668,5.066666666666666,13.066666666666666,0.26666666666666666,0.6,19.333333333333332,31.8,220.86666666666667,27.866666666666667,120.6,341.46666666666664,2.466666666666667,14.866666666666667,0.5333333333333333,0.8,1.3333333333333333,7.666666666666667,62.86666666666667,0.13333333333333333,11.933333333333334,30.326666666666668,20.4,20.466666666666665,25.933333333333334,7.266666666666667,12.933333333333334,0.2,0.6,29.333333333333332,40.86666666666667,330.06666666666666,27.333333333333332,136.4,466.46666666666664,1.4,9.0,0.26666666666666666,0.9333333333333333,1.2,6.4,55.733333333333334,0.4,11.466666666666667,32.30222222222223,20.133333333333333,3.933333333333333,12.666666666666666,0.4,1.4666666666666666,22.333333333333332,39.4,257.4,21.6,109.0,366.4,2.066666666666667,16.0,0.4666666666666667,0.6,1.0666666666666667,6.866666666666666,57.6,0.13333333333333333,11.466666666666667,28.136666666666667,21.8,32.2
2012-09-09,Bills,Jets,28,48,1,19.333333333333332,3.6666666666666665,11.8,0.6,1.4666666666666666,22.6,36.8,233.46666666666667,23.466666666666665,117.2,350.6666666666667,1.4666666666666666,9.8,0.3333333333333333,1.6,1.9333333333333333,5.4,47.53333333333333,0.8666666666666667,12.0,29.72111111111111,21.8,4.8,11.733333333333333,0.6,0.8666666666666667,19.933333333333334,31.4,240.6,29.933333333333334,141.06666666666666,381.6666666666667,1.8,13.066666666666666,0.6,1.2666666666666666,1.8666666666666667,5.6,57.86666666666667,0.4666666666666667,12.0,30.27888888888889,19.866666666666667,30.666666666666668,18.8,4.533333333333333,13.266666666666667,0.26666666666666666,0.7333333333333333,18.933333333333334,33.53333333333333,198.8,28.466666666666665,109.8,308.6,2.4,15.0,1.0,1.1333333333333333,2.1333333333333333,6.8,56.6,0.4,12.666666666666666,31.13,16.733333333333334,4.333333333333333,13.266666666666667,0.06666666666666667,0.6666666666666666,16.8,31.4,192.66666666666666,28.333333333333332,114.2,306.8666666666667,2.066666666666667,12.133333333333333,0.6666666666666666,1.2,1.8666666666666667,6.866666666666666,61.733333333333334,0.9333333333333333,13.0,28.87,20.133333333333333,25.8
2012-09-09,Dolphins,Texans,10,30,1,17.466666666666665,4.466666666666667,12.866666666666667,0.13333333333333333,0.7333333333333333,16.666666666666668,28.0,180.06666666666666,29.933333333333334,125.93333333333334,306.0,3.2,20.533333333333335,0.8,0.8,1.6,5.133333333333334,47.93333333333333,0.2,12.266666666666667,30.56222222222222,18.866666666666667,4.4,13.733333333333333,0.4666666666666667,0.9333333333333333,21.2,36.13333333333333,231.73333333333332,26.0,94.93333333333334,326.6666666666667,2.6666666666666665,16.0,0.2,1.0,1.2,7.0,61.666666666666664,0.13333333333333333,12.466666666666667,29.944444444444446,18.266666666666666,20.4,19.666666666666668,5.866666666666666,14.2,0.2,0.7333333333333333,18.066666666666666,29.533333333333335,219.26666666666668,33.666666666666664,152.06666666666666,371.3333333333333,2.1333333333333333,12.466666666666667,0.6666666666666666,0.4666666666666667,1.1333333333333333,6.333333333333333,54.8,0.2,12.266666666666667,32.40444444444445,17.0,5.0,13.533333333333333,0.4,0.8,17.533333333333335,33.8,190.86666666666667,24.133333333333333,98.13333333333334,289.0,2.7333333333333334,17.466666666666665,0.5333333333333333,1.1333333333333333,1.6666666666666667,5.466666666666667,41.733333333333334,0.13333333333333333,11.933333333333334,27.595555555555553,21.733333333333334,19.466666666666665
