date,away,home,score_away,score_home,game_result,offensive_first_downs_away,offensive_third_down_conversions_away,offensive_third_down_opportunities_away,offensive_fourth_down_conversions_away,offensive_fourth_down_conversion_attempts_away,offensive_passing_completions_away,offensive_passing_attempts_away,offensive_passing_yards_away,offensive_rushing_attempts_away,offensive_rushing_yards_away,offensive_total_yards_away,offensive_sacks_taken_away,offensive_yards_lost_from_sacks_away,offensive_fumbles_away,offensive_interceptions_away,offensive_turnovers_away,offensive_penalties_away,offensive_penalty_yards_away,team_def_st_td_away,offensive_drives_away,team_offensive_time_of_possession_away,defensive_first_downs_allowed_away,defensive_third_down_conversions_allowed_away,defensive_third_down_opportunities_away,defensive_fourth_down_conversions_allowed_away,defensive_fourth_down_conversion_attempts_away,defensive_passing_completions_away,defensive_passing_attempts_away,defensive_passing_yards_allowed_away,defensive_rushing_attempts_away,defensive_rushing_yards_allowed_away,defensive_total_yards_allowed_away,defensive_sacks_away,defensive_sack_yards_away,defensive_fumbles_forced_away,defensive_int_forced_away,defensive_turnovers_forced_away,opposing_team_team_penalties_away,opposing_team_penalty_yards_away,opposing_team_def_st_td_away,opposing_team_drives_away,opposing_team_possession_away,points_scored_away,points_allowed_away,offensive_first_downs_home,offensive_third_down_conversions_home,offensive_third_down_opportunities_home,offensive_fourth_down_conversions_home,offensive_fourth_down_conversion_attempts_home,offensive_passing_completions_home,offensive_passing_attempts_home,offensive_passing_yards_home,offensive_rushing_attempts_home,offensive_rushing_yards_home,offensive_total_yards_home,offensive_sacks_taken_home,offensive_yards_lost_from_sacks_home,offensive_fumbles_home,offensive_interceptions_home,offensive_turnovers_home,offensive_penalties_home,offensive_penalty_yards_home,team_def_st_td_home,offensive_drives_home,team_offensive_time_of_possession_home,defensive_first_downs_allowed_home,defensive_third_down_conversions_allowed_home,defensive_third_down_opportunities_home,defensive_fourth_down_conversions_allowed_home,defensive_fourth_down_conversion_attempts_home,defensive_passing_completions_home,defensive_passing_attempts_home,defensive_passing_yards_allowed_home,defensive_rushing_attempts_home,defensive_rushing_yards_allowed_home,defensive_total_yards_allowed_home,defensive_sacks_home,defensive_sack_yards_home,defensive_fumbles_forced_home,defensive_int_forced_home,defensive_turnovers_forced_home,opposing_team_team_penalties_home,opposing_team_penalty_yards_home,opposing_team_def_st_td_home,opposing_team_drives_home,opposing_team_possession_home,points_scored_home,points_allowed_home
2012-09-05,Cowboys,Giants,24,17,0,20.4375,4.875,12.375,0.3125,0.625,23.5,35.625,262.5625,25.5,112.9375,375.5,2.4375,15.75,0.5625,0.75,1.3125,7.125,51.0,0.125,11.8125,31.414583333333336,19.0625,5.0625,12.75,0.25,0.6875,21.0,34.0625,244.125,24.0625,99.0625,343.1875,2.625,15.1875,0.625,0.9375,1.5625,5.3125,40.625,0.4375,11.4375,29.555208333333333,19.5,25.25,20.6875,4.8125,12.875,0.25,0.8125,22.4375,36.8125,295.875,25.6875,89.1875,385.0625,1.75,12.4375,0.5,1.0,1.5,5.875,49.6875,0.125,12.625,29.498958333333334,21.125,5.25,13.75,0.625,1.125,22.5625,36.8125,255.125,27.1875,121.25,376.375,3.0,20.9375,0.6875,1.25,1.9375,6.875,58.3125,0.375,12.5,30.501041666666666,24.5625,25.0625
2012-09-09,Colts,Bears,21,41,1,16.125,4.625,13.375,0.25,0.6875,18.875,33.375,187.1875,23.875,99.625,286.8125,2.1875,14.25,0.9375,0.875,1.8125,4.75,34.3125,0.375,11.6875,26.21979166666667,21.4375,6.125,13.5,0.1875,0.375,21.9375,30.8125,227.0,33.75,143.9375,370.9375,1.8125,12.0,0.5625,0.5,1.0625,5.25,50.25,0.5,12.0,33.780208333333334,17.9375,24.125,16.9375,4.125,12.6875,0.125,0.5,16.75,29.5625,188.1875,28.5,125.9375,314.125,3.0625,20.9375,0.5625,1.25,1.8125,6.5,50.0,1.0,12.75,30.421875,18.1875,5.0,14.3125,0.4375,1.0625,23.9375,39.4375,254.0625,24.0,96.375,350.4375,2.0625,13.0,0.6875,1.25,1.9375,6.125,44.9375,0.5,13.0,29.980208333333334,19.1875,24.1875
2012-09-09,Eagles,Browns,17,16,0,22.25,5.3125,12.8125,0.4375,0.9375,20.625,34.625,256.875,28.125,142.25,399.125,2.0,10.375,0.8125,1.5625,2.375,6.6875,53.3125,0.5,12.1875,31.334374999999998,18.0625,4.6875,13.1875,0.4375,1.0625,18.8125,32.375,212.3125,25.875,112.5625,324.875,3.125,19.75,0.5625,0.9375,1.5,6.0625,50.8125,0.25,12.3125,28.58020833333333,22.5625,22.6875,17.375,5.75,14.875,0.625,1.125,20.0,35.625,193.125,25.9375,95.6875,288.8125,2.4375,13.125,0.375,0.8125,1.1875,5.9375,52.9375,0.0625,11.5625,29.247916666666665,18.8125,5.9375,14.375,0.375,0.875,16.5625,29.3125,184.9375,33.375,147.4375,332.375,2.0,12.4375,0.6875,0.5625,1.25,5.625,45.375,0.25,11.0625,31.00625,16.0625,16.75
2012-09-09,Rams,Lions,23,27,1,16.6875,4.0,14.25,0.5,1.4375,18.25,34.3125,179.375,25.5625,104.1875,283.5625,3.4375,24.25,0.8125,0.625,1.4375,7.0,56.1875,0.1875,12.4375,28.180208333333333,19.5625,5.1875,13.5,0.3125,0.5,18.3125,30.25,206.3125,31.875,152.0625,358.375,2.4375,16.3125,0.375,0.75,1.125,6.9375,59.4375,0.6875,12.3125,31.941666666666666,17.0,20.5,21.8125,4.75,13.25,0.5,0.875,26.4375,41.625,300.875,22.25,95.1875,396.0625,2.25,16.0625,0.4375,1.0,1.4375,8.0,67.1875,0.875,12.3125,30.157291666666666,20.3125,4.1875,12.8125,0.5,1.1875,23.5,37.75,239.4375,25.625,128.125,367.5625,2.5625,16.9375,0.8125,1.3125,2.125,7.4375,61.375,0.625,13.25,29.966666666666665,24.6875,29.125
2012-09-09,Patriots,Titans,34,13,0,24.9375,5.5625,12.125,0.4375,0.6875,25.125,38.25,317.75,27.375,110.25,428.0,2.0,10.8125,0.3125,0.75,1.0625,5.4375,50.9375,0.4375,11.5,28.789583333333336,23.125,5.4375,12.625,0.5,1.1875,24.125,38.6875,293.9375,25.3125,117.125,411.0625,2.5,17.125,0.6875,1.4375,2.125,7.1875,56.6875,0.125,11.375,31.210416666666667,26.3125,27.125,17.5625,5.0,13.625,0.625,0.875,22.0625,36.5,245.1875,23.5,89.875,335.0625,1.5,11.875,0.5,0.875,1.375,6.5,60.0,0.3125,11.9375,27.903125,20.25,6.0,14.75,0.5,1.25,23.0625,36.9375,226.8125,28.8125,128.3125,355.125,1.75,11.25,0.75,0.6875,1.4375,6.1875,50.75,0.375,11.875,32.190625000000004,20.375,19.75
2012-09-09,Falcons,Chiefs,40,24,0,21.9375,6.0625,14.0,0.1875,0.875,23.625,38.1875,266.75,27.9375,105.125,371.875,1.6875,11.0,0.5,0.75,1.25,5.875,48.0625,0.3125,12.0,32.63645833333333,17.875,5.625,13.25,0.375,0.6875,20.5,34.3125,230.0625,23.5625,103.375,333.4375,2.125,15.25,0.625,1.0625,1.6875,6.8125,57.5,0.4375,11.3125,27.775,20.0,25.25,17.3125,5.0625,14.0625,0.4375,1.0625,18.6875,31.25,192.5,30.4375,118.3125,310.8125,2.125,13.0,0.625,1.125,1.75,6.875,57.25,0.25,11.9375,29.534375,18.1875,4.5,13.125,0.4375,1.0,16.0625,28.375,201.3125,31.75,132.0,333.3125,1.8125,11.625,0.375,1.25,1.625,6.75,52.125,0.0625,11.75,31.2125,17.1875,17.1875
2012-09-09,Jaguars,Vikings,23,26,1,15.6875,5.0625,15.0625,0.375,1.0625,15.0,29.3125,136.1875,30.5625,123.125,259.3125,2.75,20.6875,0.5,0.9375,1.4375,4.8125,42.5,0.375,12.125,30.030208333333334,16.75,4.9375,13.625,0.25,0.5625,20.375,32.0625,208.8125,27.1875,104.1875,313.0,1.9375,13.3125,0.6875,1.0625,1.75,6.5625,55.9375,0.25,12.25,29.969791666666666,16.0625,19.6875,18.5625,5.1875,13.5,0.4375,1.125,17.875,31.875,184.8125,28.0,144.875,329.6875,3.0625,18.625,0.5625,1.0625,1.625,6.8125,56.75,0.0625,11.875,28.714583333333334,20.75,5.75,13.0,0.3125,0.5625,22.9375,33.625,251.1875,27.4375,107.0,358.1875,3.125,21.375,0.9375,0.5,1.4375,6.0625,52.125,0.625,11.9375,31.409375,22.75,26.5625
2012-09-09,Commanders,Saints,40,32,0,19.5,5.0625,13.6875,0.25,0.8125,21.625,36.9375,235.8125,25.0,100.875,336.6875,2.5625,17.8125,0.6875,1.5,2.1875,5.6875,56.0625,0.125,11.9375,30.355208333333334,18.4375,4.8125,12.875,0.25,0.625,19.25,31.8125,222.0625,27.375,117.75,339.8125,2.5625,15.6875,0.5,0.8125,1.3125,7.6875,62.875,0.125,12.0,30.14375,20.0,20.9375,26.0,7.375,13.0,0.1875,0.625,29.5,41.375,334.1875,26.9375,132.9375,467.125,1.5,9.875,0.3125,0.875,1.1875,6.1875,53.1875,0.4375,11.4375,31.977083333333336,20.375,4.1875,12.625,0.375,1.375,22.625,39.125,259.8125,21.9375,108.625,368.4375,2.0625,16.0,0.4375,0.5625,1.0,6.8125,57.0,0.1875,11.375,28.434375,22.5625,32.8125
2012-09-09,Bills,Jets,28,48,1,19.5625,3.875,11.9375,0.5625,1.375,22.25,36.125,231.4375,24.4375,120.0625,351.5,1.4375,9.625,0.3125,1.5625,1.875,5.375,46.4375,0.8125,12.125,30.178124999999998,21.25,4.6875,11.8125,0.5625,0.8125,20.0625,31.6875,232.125,29.1875,139.0,371.125,1.8125,13.125,0.6875,1.25,1.9375,5.3125,54.4375,0.4375,12.0625,29.821875,21.1875,29.1875,18.8125,4.625,13.3125,0.25,0.6875,19.375,34.1875,206.0625,27.6875,105.75,311.8125,2.5,15.3125,1.0,1.125,2.125,6.375,53.0625,0.4375,12.625,30.816666666666666,17.0,4.3125,13.1875,0.0625,0.625,17.1875,31.6875,201.0,28.1875,111.0625,312.0625,2.1875,12.375,0.75,1.1875,1.9375,6.875,60.375,0.875,13.0625,29.183333333333334,20.375,25.875
2012-09-09,Dolphins,Texans,10,30,1,17.9375,4.3125,12.9375,0.375,1.0,17.5,29.3125,193.1875,29.3125,124.1875,317.375,3.25,20.875,0.75,0.8125,1.5625,5.3125,48.6875,0.1875,12.3125,30.623958333333334,19.375,4.625,13.6875,0.4375,0.875,21.875,36.875,249.5,25.75,95.625,345.125,2.5625,15.0625,0.1875,1.0,1.1875,7.0,60.9375,0.125,12.4375,29.851041666666667,19.5,20.625,20.0625,5.8125,14.0,0.1875,0.6875,18.0,29.1875,219.125,34.125,153.0,372.125,2.0625,11.875,0.6875,0.5625,1.25,6.1875,53.25,0.25,12.1875,32.675,16.875,4.75,13.25,0.375,0.8125,17.4375,33.625,189.6875,23.625,96.0,285.6875,2.75,17.9375,0.625,1.0625,1.6875,5.5,42.875,0.125,11.9375,27.325000000000003,20.8125,20.375
