date,team,opponent,offensive_first_downs,offensive_third_down_conversions,offensive_third_down_opportunities,offensive_fourth_down_conversions,offensive_fourth_down_conversion_attempts,offensive_passing_completions,offensive_passing_attempts,offensive_passing_yards,offensive_rushing_attempts,offensive_rushing_yards,offensive_total_yards,offensive_sacks_taken,offensive_yards_lost_from_sacks,offensive_fumbles,offensive_interceptions,offensive_turnovers,offensive_penalties,offensive_penalty_yards,offensive_redzone_conversions,offensive_redzone_drives,team_def_st_td,offensive_drives,team_offensive_time_of_possession,defensive_first_downs_allowed,defensive_third_down_conversions_allowed,defensive_third_down_opportunities,defensive_fourth_down_conversions_allowed,defensive_fourth_down_conversion_attempts,defensive_passing_completions,defensive_passing_attempts,defensive_passing_yards_allowed,defensive_rushing_attempts,defensive_rushing_yards_allowed,defensive_total_yards_allowed,defensive_sacks,defensive_sack_yards,defensive_fumbles_forced,defensive_int_forced,defensive_turnovers_forced,opposing_team_team_penalties,opposing_team_penalty_yards,defensive_redzone_conversions,defensive_redzone_opportunities,opposing_team_def_st_td,opposing_team_drives,opposing_team_possession,points_scored,points_allowed,team_score,opponent_score,game_result
2019-10-20,Bills,Dolphins,20.8,4.333333333333333,12.733333333333333,0.4,1.2,19.733333333333334,33.86666666666667,214.66666666666666,29.6,139.0,353.6666666666667,2.066666666666667,12.933333333333334,0.6666666666666666,1.4666666666666666,2.1333333333333333,7.4,63.46666666666667,1.7333333333333334,2.6,0.06666666666666667,12.4,31.29666666666667,16.866666666666667,4.133333333333334,12.933333333333334,0.5333333333333333,0.8666666666666667,18.533333333333335,30.866666666666667,165.86666666666667,26.866666666666667,114.86666666666666,280.73333333333335,1.9333333333333333,12.533333333333333,0.4666666666666667,1.0666666666666667,1.5333333333333334,6.733333333333333,61.53333333333333,1.8,2.6,0.7333333333333333,11.933333333333334,28.703333333333333,20.733333333333334,18.533333333333335,21,31,1
2019-10-27,Bills,Eagles,20.933333333333334,4.4,12.8,0.4,1.1333333333333333,19.466666666666665,33.53333333333333,216.0,29.666666666666668,137.8,353.8,2.066666666666667,13.4,0.5333333333333333,1.2666666666666666,1.8,7.533333333333333,65.06666666666666,1.8,2.6666666666666665,0.13333333333333333,12.333333333333334,31.283333333333335,17.0,4.133333333333334,12.933333333333334,0.6,0.8666666666666667,18.933333333333334,31.666666666666668,173.6,26.4,107.46666666666667,281.06666666666666,2.0,13.2,0.5333333333333333,1.1333333333333333,1.6666666666666667,6.866666666666666,62.86666666666667,1.8,2.6,0.7333333333333333,11.8,28.716666666666665,21.8,18.133333333333333,31,13,0
2019-11-03,Bills,Commanders,20.933333333333334,4.533333333333333,12.866666666666667,0.4,1.1333333333333333,18.933333333333334,33.06666666666667,207.2,29.733333333333334,141.26666666666668,348.46666666666664,2.1333333333333333,12.6,0.5333333333333333,1.2,1.7333333333333334,7.666666666666667,65.46666666666667,1.8666666666666667,2.7333333333333334,0.13333333333333333,12.4,31.008888888888887,16.933333333333334,4.333333333333333,13.0,0.6,1.0,18.133333333333333,30.266666666666666,163.06666666666666,27.466666666666665,116.93333333333334,280.0,2.066666666666667,13.6,0.6,1.1333333333333333,1.7333333333333334,6.8,63.6,1.9333333333333333,2.6666666666666665,0.6,11.8,28.991111111111113,22.2,18.6,9,24,1
2019-11-10,Bills,Browns,20.666666666666668,4.533333333333333,12.466666666666667,0.4,1.0666666666666667,17.8,31.133333333333333,205.86666666666667,30.466666666666665,142.86666666666667,348.73333333333335,2.0,12.066666666666666,0.4666666666666667,1.0,1.4666666666666666,7.133333333333334,55.93333333333333,2.0,2.933333333333333,0.13333333333333333,12.133333333333333,30.857777777777777,17.0,4.266666666666667,13.0,0.6,1.0666666666666667,18.333333333333332,30.4,162.4,27.333333333333332,121.13333333333334,283.53333333333336,2.2666666666666666,14.866666666666667,0.6,1.0666666666666667,1.6666666666666667,6.066666666666666,56.0,1.7333333333333334,2.533333333333333,0.3333333333333333,11.6,29.142222222222227,20.066666666666666,19.6,16,19,1
2019-11-17,Bills,Dolphins,20.466666666666665,4.333333333333333,12.266666666666667,0.3333333333333333,1.1333333333333333,18.2,32.13333333333333,207.26666666666668,28.733333333333334,134.33333333333334,341.6,2.0,11.933333333333334,0.4666666666666667,1.0,1.4666666666666666,7.333333333333333,56.6,1.8666666666666667,2.8,0.06666666666666667,12.0,30.115555555555556,17.8,4.466666666666667,12.933333333333334,0.5333333333333333,1.0,18.933333333333334,30.666666666666668,169.4,27.866666666666667,125.4,294.8,2.2,14.733333333333333,0.6,0.9333333333333333,1.5333333333333334,6.266666666666667,60.0,1.8,2.7333333333333334,0.3333333333333333,11.533333333333333,29.884444444444444,18.4,20.2,37,20,0
2019-11-24,Bills,Broncos,20.733333333333334,4.533333333333333,12.533333333333333,0.4,1.2,19.066666666666666,33.06666666666667,213.66666666666666,28.666666666666668,134.4,348.06666666666666,2.0,11.933333333333334,0.4666666666666667,1.0,1.4666666666666666,6.8,54.6,1.8666666666666667,2.8666666666666667,0.06666666666666667,12.0,30.305555555555557,17.4,4.4,13.0,0.6,1.2666666666666666,20.266666666666666,32.13333333333333,180.93333333333334,26.133333333333333,111.86666666666666,292.8,2.466666666666667,16.266666666666666,0.6666666666666666,0.8,1.4666666666666666,6.0,56.93333333333333,1.7333333333333334,2.6666666666666665,0.4,11.666666666666666,29.694444444444443,19.466666666666665,19.933333333333334,3,20,1
2019-11-28,Bills,Cowboys,20.6,4.733333333333333,12.733333333333333,0.4,1.1333333333333333,18.866666666666667,32.53333333333333,211.2,29.733333333333334,137.46666666666667,348.6666666666667,1.9333333333333333,11.333333333333334,0.4,0.9333333333333333,1.3333333333333333,6.733333333333333,52.6,1.8,2.8666666666666667,0.06666666666666667,12.0,30.446666666666665,17.0,4.4,13.133333333333333,0.6,1.2666666666666666,19.866666666666667,32.2,176.53333333333333,25.733333333333334,113.53333333333333,290.06666666666666,2.533333333333333,17.0,0.6666666666666666,0.8,1.4666666666666666,5.933333333333334,55.666666666666664,1.5333333333333334,2.466666666666667,0.4,11.533333333333333,29.55333333333333,18.533333333333335,19.866666666666667,26,15,0
2019-12-08,Bills,Ravens,20.466666666666665,4.666666666666667,12.733333333333333,0.5333333333333333,1.2666666666666666,19.0,31.733333333333334,213.86666666666667,29.933333333333334,134.0,347.8666666666667,2.0,12.2,0.3333333333333333,0.8,1.1333333333333333,6.733333333333333,53.0,1.7333333333333334,2.6666666666666665,0.06666666666666667,11.933333333333334,30.414444444444445,18.133333333333333,4.466666666666667,13.133333333333333,0.6,1.4,20.933333333333334,33.8,186.73333333333332,25.133333333333333,115.2,301.93333333333334,2.8,19.133333333333333,0.6666666666666666,0.8,1.4666666666666666,5.8,53.86666666666667,1.4666666666666666,2.466666666666667,0.4,11.466666666666667,29.58555555555556,18.466666666666665,19.333333333333332,24,17,0
2019-12-15,Bills,Steelers,20.2,4.733333333333333,13.066666666666666,0.4666666666666667,1.2,19.266666666666666,32.6,207.86666666666667,29.0,133.13333333333333,341.0,2.3333333333333335,14.333333333333334,0.4,0.8,1.2,6.866666666666666,54.93333333333333,1.7333333333333334,2.7333333333333334,0.06666666666666667,12.066666666666666,30.153333333333332,18.4,4.333333333333333,13.0,0.6,1.4,20.533333333333335,33.53333333333333,182.13333333333333,25.6,116.06666666666666,298.2,2.8666666666666667,19.533333333333335,0.6666666666666666,0.8666666666666667,1.5333333333333334,6.133333333333334,55.06666666666667,1.4666666666666666,2.533333333333333,0.4,11.733333333333333,29.84666666666667,19.2,19.533333333333335,17,10,0
2019-12-21,Bills,Patriots,20.4,5.0,13.2,0.5333333333333333,1.2,18.8,31.533333333333335,202.13333333333333,30.333333333333332,137.0,339.1333333333333,2.4,14.866666666666667,0.4,0.7333333333333333,1.1333333333333333,7.2,57.666666666666664,1.8666666666666667,2.8666666666666667,0.06666666666666667,11.933333333333334,30.684444444444445,18.066666666666666,4.466666666666667,13.066666666666666,0.5333333333333333,1.3333333333333333,21.2,34.4,186.2,23.466666666666665,101.26666666666667,287.46666666666664,3.066666666666667,20.533333333333335,0.6666666666666666,1.0,1.6666666666666667,6.2,53.8,1.4666666666666666,2.533333333333333,0.4,11.533333333333333,29.315555555555555,19.533333333333335,18.6,17,24,1
2019-12-29,Bills,Jets,19.8,4.8,13.2,0.5333333333333333,1.2,18.533333333333335,31.533333333333335,199.53333333333333,29.666666666666668,132.06666666666666,331.6,2.6,16.4,0.4,0.6666666666666666,1.0666666666666667,7.466666666666667,59.13333333333333,1.6666666666666667,2.8,0.06666666666666667,11.733333333333333,30.07333333333333,18.466666666666665,4.733333333333333,13.2,0.5333333333333333,1.4,21.666666666666668,34.46666666666667,195.86666666666667,24.133333333333333,104.2,300.06666666666666,2.8,18.933333333333334,0.6,0.8666666666666667,1.4666666666666666,6.133333333333334,53.46666666666667,1.5333333333333334,2.6666666666666665,0.26666666666666666,11.466666666666667,29.926666666666666,19.533333333333335,17.4,13,6,0
2020-09-13,Bills,Jets,19.4,4.733333333333333,13.466666666666667,0.5333333333333333,1.1333333333333333,18.333333333333332,31.733333333333334,199.13333333333333,29.333333333333332,128.4,327.53333333333336,2.6,15.666666666666666,0.3333333333333333,0.6666666666666666,1.0,7.333333333333333,58.13333333333333,1.6,2.8666666666666667,0.06666666666666667,11.666666666666666,30.117777777777782,18.533333333333335,4.6,13.0,0.4666666666666667,1.2666666666666666,21.333333333333332,34.13333333333333,197.86666666666667,24.533333333333335,105.4,303.26666666666665,2.6666666666666665,18.533333333333335,0.5333333333333333,0.9333333333333333,1.4666666666666666,5.733333333333333,49.86666666666667,1.5333333333333334,2.8,0.13333333333333333,11.533333333333333,29.88222222222222,19.266666666666666,16.733333333333334,17,27,1
2020-09-20,Bills,Dolphins,19.866666666666667,4.866666666666666,13.533333333333333,0.6,1.2,19.266666666666666,32.8,203.73333333333332,29.2,124.86666666666666,328.6,2.6,15.0,0.4666666666666667,0.6666666666666666,1.1333333333333333,7.2,59.06666666666667,1.5333333333333334,3.1333333333333333,0.06666666666666667,11.6,30.694444444444443,18.133333333333333,4.666666666666667,12.933333333333334,0.4,1.1333333333333333,21.0,33.46666666666667,195.26666666666668,24.2,100.26666666666667,295.53333333333336,2.8,18.8,0.6,0.8666666666666667,1.4666666666666666,5.866666666666666,53.53333333333333,1.5333333333333334,2.8666666666666667,0.13333333333333333,11.466666666666667,29.305555555555554,18.533333333333335,17.6,31,28,0
