date,team,opponent,offensive_first_downs,offensive_third_down_conversions,offensive_third_down_opportunities,offensive_fourth_down_conversions,offensive_fourth_down_conversion_attempts,offensive_passing_completions,offensive_passing_attempts,offensive_passing_yards,offensive_rushing_attempts,offensive_rushing_yards,offensive_total_yards,offensive_sacks_taken,offensive_yards_lost_from_sacks,offensive_fumbles,offensive_interceptions,offensive_turnovers,offensive_penalties,offensive_penalty_yards,offensive_redzone_conversions,offensive_redzone_drives,team_def_st_td,offensive_drives,team_offensive_time_of_possession,defensive_first_downs_allowed,defensive_third_down_conversions_allowed,defensive_third_down_opportunities,defensive_fourth_down_conversions_allowed,defensive_fourth_down_conversion_attempts,defensive_passing_completions,defensive_passing_attempts,defensive_passing_yards_allowed,defensive_rushing_attempts,defensive_rushing_yards_allowed,defensive_total_yards_allowed,defensive_sacks,defensive_sack_yards,defensive_fumbles_forced,defensive_int_forced,defensive_turnovers_forced,opposing_team_team_penalties,opposing_team_penalty_yards,defensive_redzone_conversions,defensive_redzone_opportunities,opposing_team_def_st_td,opposing_team_drives,opposing_team_possession,points_scored,points_allowed,team_score,opponent_score,game_result
2019-11-17,Saints,Buccaneers,20.857142857142858,5.571428571428571,13.142857142857142,0.2857142857142857,0.8571428571428571,26.285714285714285,36.57142857142857,256.7142857142857,26.0,108.71428571428571,365.42857142857144,2.142857142857143,16.571428571428573,0.14285714285714285,0.42857142857142855,0.5714285714285714,6.714285714285714,52.142857142857146,2.0,4.0,0.42857142857142855,10.714285714285714,33.25238095238095,17.285714285714285,3.7142857142857144,12.714285714285714,0.5714285714285714,1.7142857142857142,22.285714285714285,37.42857142857143,219.0,20.571428571428573,74.57142857142857,293.57142857142856,2.2857142857142856,16.571428571428573,0.7142857142857143,0.42857142857142855,1.1428571428571428,4.857142857142857,36.42857142857143,1.4285714285714286,2.7142857142857144,0.14285714285714285,10.857142857142858,26.74761904761905,21.571428571428573,20.142857142857142,34,17,0
2019-11-24,Saints,Panthers,21.714285714285715,6.142857142857143,13.428571428571429,0.2857142857142857,0.8571428571428571,27.571428571428573,37.714285714285715,262.7142857142857,26.714285714285715,111.71428571428571,374.42857142857144,2.2857142857142856,17.857142857142858,0.0,0.42857142857142855,0.42857142857142855,6.428571428571429,53.0,2.142857142857143,4.285714285714286,0.2857142857142857,10.714285714285714,34.47380952380952,16.571428571428573,3.7142857142857144,12.571428571428571,0.42857142857142855,1.2857142857142858,22.0,37.57142857142857,203.57142857142858,18.0,64.28571428571429,267.85714285714283,2.5714285714285716,18.714285714285715,0.5714285714285714,1.0,1.5714285714285714,4.857142857142857,36.714285714285715,1.0,2.2857142857142856,0.14285714285714285,10.428571428571429,25.526190476190475,21.714285714285715,18.714285714285715,31,34,1
2019-11-28,Saints,Falcons,22.428571428571427,5.857142857142857,12.857142857142858,0.2857142857142857,1.0,28.571428571428573,39.0,284.2857142857143,25.428571428571427,111.85714285714286,396.14285714285717,1.8571428571428572,13.142857142857142,0.0,0.42857142857142855,0.42857142857142855,6.857142857142857,59.142857142857146,2.4285714285714284,4.285714285714286,0.2857142857142857,11.0,33.385714285714286,18.142857142857142,3.857142857142857,12.857142857142858,0.5714285714285714,1.2857142857142858,22.142857142857142,38.0,206.14285714285714,19.285714285714285,75.14285714285714,281.2857142857143,3.0,20.857142857142858,0.42857142857142855,0.8571428571428571,1.2857142857142858,4.428571428571429,31.142857142857142,1.2857142857142858,2.5714285714285716,0.14285714285714285,10.571428571428571,26.61428571428571,24.714285714285715,21.857142857142858,26,18,0
2019-12-08,Saints,49ers,20.857142857142858,5.0,12.142857142857142,0.14285714285714285,0.7142857142857143,27.142857142857142,38.285714285714285,261.2857142857143,23.571428571428573,109.42857142857143,370.7142857142857,1.8571428571428572,13.142857142857142,0.0,0.2857142857142857,0.2857142857142857,7.285714285714286,70.71428571428571,2.142857142857143,4.0,0.2857142857142857,11.142857142857142,32.09047619047619,19.285714285714285,4.285714285714286,13.571428571428571,0.7142857142857143,1.7142857142857142,25.0,41.285714285714285,220.57142857142858,19.857142857142858,74.42857142857143,295.0,3.4285714285714284,21.857142857142858,0.5714285714285714,1.1428571428571428,1.7142857142857142,4.428571428571429,29.428571428571427,1.4285714285714286,2.857142857142857,0.14285714285714285,10.857142857142858,27.904761904761905,25.0,20.0,48,46,0
2019-12-16,Saints,Colts,22.285714285714285,5.0,11.857142857142858,0.42857142857142855,1.1428571428571428,27.857142857142858,39.0,279.42857142857144,23.714285714285715,111.14285714285714,390.57142857142856,1.4285714285714286,10.571428571428571,0.14285714285714285,0.2857142857142857,0.42857142857142855,7.571428571428571,72.85714285714286,2.5714285714285716,4.142857142857143,0.2857142857142857,11.428571428571429,31.838095238095235,21.285714285714285,4.571428571428571,13.285714285714286,0.8571428571428571,1.7142857142857142,26.857142857142858,42.285714285714285,249.57142857142858,19.857142857142858,86.85714285714286,336.42857142857144,3.5714285714285716,24.428571428571427,0.5714285714285714,1.1428571428571428,1.7142857142857142,5.571428571428571,36.857142857142854,2.0,3.4285714285714284,0.14285714285714285,11.142857142857142,28.157142857142862,30.0,25.714285714285715,7,34,1
2019-12-22,Saints,Titans,22.714285714285715,4.714285714285714,11.0,0.42857142857142855,1.1428571428571428,28.714285714285715,37.857142857142854,284.2857142857143,23.428571428571427,106.28571428571429,390.57142857142856,1.2857142857142858,9.428571428571429,0.14285714285714285,0.2857142857142857,0.42857142857142855,7.857142857142857,75.28571428571429,2.2857142857142856,3.857142857142857,0.2857142857142857,10.714285714285714,31.685714285714287,21.285714285714285,4.714285714285714,13.285714285714286,0.8571428571428571,1.7142857142857142,24.571428571428573,39.42857142857143,238.71428571428572,21.285714285714285,91.0,329.7142857142857,3.4285714285714284,23.0,0.2857142857142857,1.1428571428571428,1.4285714285714286,6.142857142857143,42.42857142857143,1.8571428571428572,3.2857142857142856,0.0,10.285714285714286,28.309523809523814,25.857142857142858,27.0,38,28,0
2019-12-29,Saints,Panthers,22.0,4.285714285714286,11.0,0.42857142857142855,1.2857142857142858,27.857142857142858,37.42857142857143,270.2857142857143,22.571428571428573,101.28571428571429,371.57142857142856,1.7142857142857142,12.857142857142858,0.14285714285714285,0.14285714285714285,0.2857142857142857,9.142857142857142,83.14285714285714,2.142857142857143,3.4285714285714284,0.2857142857142857,11.0,30.697619047619046,22.285714285714285,5.142857142857143,13.428571428571429,0.8571428571428571,1.5714285714285714,24.285714285714285,38.42857142857143,246.0,23.428571428571427,106.57142857142857,352.57142857142856,3.5714285714285716,23.142857142857142,0.42857142857142855,1.1428571428571428,1.5714285714285714,6.285714285714286,45.42857142857143,2.0,3.142857142857143,0.0,10.714285714285714,29.297619047619047,30.0,26.571428571428573,42,10,0
2020-09-13,Saints,Buccaneers,23.0,4.428571428571429,10.857142857142858,0.42857142857142855,0.8571428571428571,26.0,35.285714285714285,271.14285714285717,26.0,110.28571428571429,381.42857142857144,1.0,6.714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,7.857142857142857,76.57142857142857,2.5714285714285716,3.4285714285714284,0.5714285714285714,11.428571428571429,32.04523809523809,21.142857142857142,5.0,13.571428571428571,0.8571428571428571,1.7142857142857142,25.142857142857142,40.42857142857143,262.2857142857143,21.142857142857142,92.0,354.2857142857143,3.7142857142857144,23.571428571428573,0.5714285714285714,1.2857142857142858,1.8571428571428572,6.0,46.285714285714285,1.8571428571428572,2.857142857142857,0.0,11.285714285714286,27.95,32.285714285714285,26.714285714285715,23,34,1
2020-09-21,Saints,Raiders,22.571428571428573,4.142857142857143,11.142857142857142,0.2857142857142857,0.8571428571428571,24.714285714285715,34.714285714285715,266.85714285714283,26.857142857142858,106.42857142857143,373.2857142857143,1.0,6.714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,7.428571428571429,82.71428571428571,2.5714285714285716,3.7142857142857144,0.5714285714285714,12.0,31.24285714285714,21.428571428571427,5.0,13.571428571428571,1.0,1.7142857142857142,24.142857142857142,38.285714285714285,251.71428571428572,23.714285714285715,99.14285714285714,350.85714285714283,3.857142857142857,23.571428571428573,0.7142857142857143,1.0,1.7142857142857142,6.285714285714286,53.142857142857146,2.142857142857143,3.0,0.0,11.714285714285714,28.752380952380953,30.714285714285715,29.142857142857142,24,34,1
2020-09-27,Saints,Packers,23.0,4.571428571428571,11.285714285714286,0.2857142857142857,0.7142857142857143,24.142857142857142,34.57142857142857,268.57142857142856,27.0,105.57142857142857,374.14285714285717,0.7142857142857143,5.142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,7.142857142857143,83.57142857142857,2.7142857142857144,3.7142857142857144,0.5714285714285714,11.714285714285714,30.564285714285713,21.714285714285715,5.714285714285714,14.142857142857142,1.1428571428571428,1.8571428571428572,24.857142857142858,38.57142857142857,256.14285714285717,24.571428571428573,98.42857142857143,354.57142857142856,3.7142857142857144,23.142857142857142,0.7142857142857143,1.0,1.7142857142857142,6.285714285714286,51.42857142857143,2.142857142857143,3.0,0.0,11.571428571428571,29.430952380952384,29.714285714285715,29.142857142857142,37,30,0
