date,team,opponent,offensive_first_downs,offensive_third_down_conversions,offensive_third_down_opportunities,offensive_fourth_down_conversions,offensive_fourth_down_conversion_attempts,offensive_passing_completions,offensive_passing_attempts,offensive_passing_yards,offensive_rushing_attempts,offensive_rushing_yards,offensive_total_yards,offensive_sacks_taken,offensive_yards_lost_from_sacks,offensive_fumbles,offensive_interceptions,offensive_turnovers,offensive_penalties,offensive_penalty_yards,offensive_redzone_conversions,offensive_redzone_drives,team_def_st_td,offensive_drives,team_offensive_time_of_possession,defensive_first_downs_allowed,defensive_third_down_conversions_allowed,defensive_third_down_opportunities,defensive_fourth_down_conversions_allowed,defensive_fourth_down_conversion_attempts,defensive_passing_completions,defensive_passing_attempts,defensive_passing_yards_allowed,defensive_rushing_attempts,defensive_rushing_yards_allowed,defensive_total_yards_allowed,defensive_sacks,defensive_sack_yards,defensive_fumbles_forced,defensive_int_forced,defensive_turnovers_forced,opposing_team_team_penalties,opposing_team_penalty_yards,defensive_redzone_conversions,defensive_redzone_opportunities,opposing_team_def_st_td,opposing_team_drives,opposing_team_possession,points_scored,points_allowed,team_score,opponent_score,game_result
2020-09-20,Buccaneers,Panthers,22.6,5.866666666666666,13.8,0.6666666666666666,1.0666666666666667,24.6,40.333333333333336,313.73333333333335,25.2,92.4,406.1333333333333,2.933333333333333,17.2,0.7333333333333333,1.9333333333333333,2.6666666666666665,8.133333333333333,70.73333333333333,2.4,3.4,0.6666666666666666,12.466666666666667,30.633333333333333,20.8,4.8,13.733333333333333,0.8666666666666667,1.6666666666666667,25.6,41.13333333333333,269.3333333333333,23.0,75.06666666666666,344.4,2.933333333333333,20.4,0.9333333333333333,0.7333333333333333,1.6666666666666667,6.733333333333333,63.53333333333333,2.2,4.0,0.8,12.6,29.616666666666667,31.733333333333334,27.066666666666666,17,31,1
2020-09-27,Buccaneers,Broncos,22.333333333333332,5.933333333333334,13.6,0.6,1.0,24.6,40.2,304.53333333333336,24.533333333333335,90.93333333333334,395.46666666666664,2.6666666666666665,15.533333333333333,0.8,1.9333333333333333,2.7333333333333334,8.2,71.2,2.466666666666667,3.2666666666666666,0.6666666666666666,12.333333333333334,30.11777777777778,21.266666666666666,4.8,13.6,0.8666666666666667,1.7333333333333334,26.266666666666666,41.53333333333333,271.2,23.333333333333332,76.06666666666666,347.26666666666665,2.933333333333333,20.6,0.9333333333333333,0.8666666666666667,1.8,6.933333333333334,64.73333333333333,2.1333333333333333,4.0,0.8,12.6,30.13222222222222,30.733333333333334,27.066666666666666,28,10,0
2020-10-04,Buccaneers,Chargers,21.666666666666668,5.933333333333334,13.8,0.6666666666666666,1.0666666666666667,24.4,40.0,298.46666666666664,24.2,89.6,388.06666666666666,2.6666666666666665,15.733333333333333,0.8,1.8666666666666667,2.6666666666666665,8.0,69.33333333333333,2.3333333333333335,3.1333333333333333,0.5333333333333333,12.333333333333334,30.146666666666665,19.733333333333334,4.866666666666666,13.8,0.8666666666666667,1.7333333333333334,24.933333333333334,39.6,250.8,23.533333333333335,77.0,327.8,3.2,21.8,0.8666666666666667,0.8,1.6666666666666667,6.333333333333333,59.666666666666664,2.0,3.8666666666666667,0.6666666666666666,12.533333333333333,30.10333333333333,28.933333333333334,25.066666666666666,31,38,1
2020-10-08,Buccaneers,Bears,22.266666666666666,6.066666666666666,13.8,0.6,1.0,25.4,41.266666666666666,312.53333333333336,24.533333333333335,91.0,403.53333333333336,2.2666666666666666,12.666666666666666,0.8,1.9333333333333333,2.7333333333333334,8.266666666666667,73.33333333333333,2.533333333333333,3.4,0.5333333333333333,12.4,30.70444444444444,19.066666666666666,4.6,13.466666666666667,0.8666666666666667,1.6666666666666667,24.4,38.86666666666667,246.33333333333334,23.0,72.6,318.93333333333334,3.3333333333333335,22.6,0.9333333333333333,0.8,1.7333333333333334,6.4,61.0,1.8666666666666667,3.6666666666666665,0.8,12.533333333333333,29.545555555555556,29.4,25.533333333333335,19,20,1
2020-10-18,Buccaneers,Packers,21.933333333333334,6.0,13.733333333333333,0.6,1.0,25.066666666666666,40.4,303.73333333333335,24.933333333333334,95.26666666666667,399.0,2.0,11.666666666666666,0.7333333333333333,1.6,2.3333333333333335,8.4,75.93333333333334,2.4,3.3333333333333335,0.5333333333333333,12.066666666666666,30.884444444444444,19.133333333333333,4.6,13.133333333333333,0.8,1.6,25.066666666666666,39.53333333333333,246.26666666666668,22.0,71.0,317.26666666666665,3.4,23.733333333333334,0.8666666666666667,0.8666666666666667,1.7333333333333334,6.6,63.4,1.8,3.6,0.8,12.133333333333333,29.365555555555556,28.2,25.133333333333333,10,38,1
2020-10-25,Buccaneers,Raiders,21.8,5.866666666666666,13.533333333333333,0.5333333333333333,0.8666666666666667,24.8,39.4,295.93333333333334,25.266666666666666,98.73333333333333,394.6666666666667,1.8,10.466666666666667,0.6,1.4666666666666666,2.066666666666667,7.8,70.13333333333334,2.533333333333333,3.3333333333333335,0.6666666666666666,11.933333333333334,30.673333333333332,18.933333333333334,4.733333333333333,13.4,0.8,1.5333333333333334,24.733333333333334,39.666666666666664,241.8,22.0,72.46666666666667,314.26666666666665,3.533333333333333,26.0,0.8,1.0,1.8,6.6,63.333333333333336,1.6666666666666667,3.466666666666667,0.8,12.0,29.576666666666664,27.333333333333332,25.866666666666667,45,20,0
2020-11-02,Buccaneers,Giants,21.8,5.933333333333334,13.4,0.5333333333333333,0.8666666666666667,25.066666666666666,39.46666666666667,299.26666666666665,25.2,97.8,397.06666666666666,1.6666666666666667,9.4,0.5333333333333333,1.4666666666666666,2.0,7.4,66.0,2.6,3.466666666666667,0.6666666666666666,11.8,30.241111111111113,18.133333333333333,4.933333333333334,13.733333333333333,0.8666666666666667,1.6666666666666667,24.4,39.2,236.73333333333332,22.133333333333333,67.86666666666666,304.6,3.533333333333333,24.8,0.7333333333333333,1.0666666666666667,1.8,6.6,62.666666666666664,1.4666666666666666,3.2,0.8,11.866666666666667,29.766666666666666,28.066666666666666,24.533333333333335,25,23,0
2020-11-08,Buccaneers,Saints,21.6,5.733333333333333,13.2,0.6,0.9333333333333333,24.933333333333334,38.93333333333333,294.2,25.066666666666666,95.33333333333333,389.53333333333336,1.5333333333333334,9.2,0.5333333333333333,1.3333333333333333,1.8666666666666667,7.0,61.06666666666667,2.533333333333333,3.4,0.6666666666666666,11.733333333333333,29.84888888888889,18.4,5.133333333333334,13.8,0.8666666666666667,1.6,24.266666666666666,39.0,231.0,22.533333333333335,69.6,300.6,3.6,25.466666666666665,0.6666666666666666,1.1333333333333333,1.8,6.333333333333333,61.733333333333334,1.6,3.2,0.8,11.733333333333333,30.15888888888889,27.933333333333334,24.066666666666666,38,3,0
2020-11-15,Buccaneers,Panthers,21.066666666666666,5.466666666666667,12.933333333333334,0.6,1.0666666666666667,24.4,38.06666666666667,286.73333333333335,24.866666666666667,93.46666666666667,380.2,1.6,9.733333333333333,0.5333333333333333,1.2666666666666666,1.8,6.866666666666666,60.0,2.466666666666667,3.3333333333333335,0.6666666666666666,11.8,29.644444444444446,18.8,5.266666666666667,13.866666666666667,0.8666666666666667,1.6666666666666667,24.333333333333332,39.0,235.2,23.133333333333333,71.53333333333333,306.73333333333335,3.6,24.866666666666667,0.8,1.1333333333333333,1.9333333333333333,5.933333333333334,58.53333333333333,1.7333333333333334,3.4,0.6666666666666666,11.866666666666667,30.363333333333333,28.2,23.133333333333333,46,23,0
2020-11-23,Buccaneers,Rams,21.733333333333334,5.733333333333333,13.133333333333333,0.6666666666666666,1.1333333333333333,25.066666666666666,38.8,288.1333333333333,25.066666666666666,98.6,386.73333333333335,1.6666666666666667,10.2,0.6,1.1333333333333333,1.7333333333333334,6.533333333333333,58.6,2.533333333333333,3.6,0.5333333333333333,11.666666666666666,30.15888888888889,18.2,5.066666666666666,13.4,0.8,1.6666666666666667,23.8,37.2,224.66666666666666,22.933333333333334,72.06666666666666,296.73333333333335,3.4,23.533333333333335,0.7333333333333333,1.1333333333333333,1.8666666666666667,5.8,57.2,1.8,3.2666666666666666,0.6666666666666666,11.733333333333333,29.84888888888889,28.933333333333334,23.2,27,24,0
