date,team,opponent,offensive_first_downs,offensive_third_down_conversions,offensive_third_down_opportunities,offensive_fourth_down_conversions,offensive_fourth_down_conversion_attempts,offensive_passing_completions,offensive_passing_attempts,offensive_passing_yards,offensive_rushing_attempts,offensive_rushing_yards,offensive_total_yards,offensive_sacks_taken,offensive_yards_lost_from_sacks,offensive_fumbles,offensive_interceptions,offensive_turnovers,offensive_penalties,offensive_penalty_yards,offensive_redzone_conversions,offensive_redzone_drives,team_def_st_td,offensive_drives,team_offensive_time_of_possession,defensive_first_downs_allowed,defensive_third_down_conversions_allowed,defensive_third_down_opportunities,defensive_fourth_down_conversions_allowed,defensive_fourth_down_conversion_attempts,defensive_passing_completions,defensive_passing_attempts,defensive_passing_yards_allowed,defensive_rushing_attempts,defensive_rushing_yards_allowed,defensive_total_yards_allowed,defensive_sacks,defensive_sack_yards,defensive_fumbles_forced,defensive_int_forced,defensive_turnovers_forced,opposing_team_team_penalties,opposing_team_penalty_yards,defensive_redzone_conversions,defensive_redzone_opportunities,opposing_team_def_st_td,opposing_team_drives,opposing_team_possession,points_scored,points_allowed,team_score,opponent_score,game_result
2014-12-28,Cowboys,Commanders,21.57894736842105,5.526315789473684,12.052631578947368,0.3684210526315789,0.631578947368421,20.842105263157894,30.94736842105263,237.8421052631579,29.894736842105264,140.1578947368421,378.0,1.9473684210526316,14.526315789473685,0.8421052631578947,0.7894736842105263,1.631578947368421,6.105263157894737,50.89473684210526,2.263157894736842,3.263157894736842,0.21052631578947367,11.052631578947368,31.924561403508775,20.63157894736842,5.894736842105263,12.894736842105264,0.5263157894736842,1.0526315789473684,22.894736842105264,34.473684210526315,251.1578947368421,25.736842105263158,109.57894736842105,360.7368421052632,1.736842105263158,9.789473684210526,0.631578947368421,0.9473684210526315,1.5789473684210527,6.2105263157894735,48.8421052631579,2.263157894736842,3.4210526315789473,0.2631578947368421,11.210526315789474,28.81578947368421,27.105263157894736,25.36842105263158,44,17,0
2015-09-13,Cowboys,Giants,21.36842105263158,5.473684210526316,12.157894736842104,0.3157894736842105,0.5263157894736842,21.263157894736842,31.42105263157895,246.73684210526315,29.842105263157894,138.89473684210526,385.63157894736844,1.8421052631578947,13.789473684210526,0.8421052631578947,0.8421052631578947,1.6842105263157894,6.2631578947368425,50.78947368421053,2.1052631578947367,3.263157894736842,0.3157894736842105,11.263157894736842,32.300000000000004,19.94736842105263,5.684210526315789,12.947368421052632,0.5263157894736842,1.1578947368421053,22.894736842105264,34.73684210526316,249.47368421052633,25.31578947368421,107.21052631578948,356.6842105263158,1.8421052631578947,10.842105263157896,0.7368421052631579,1.0526315789473684,1.7894736842105263,6.578947368421052,53.36842105263158,2.1052631578947367,3.263157894736842,0.2631578947368421,11.421052631578947,28.440350877192984,27.94736842105263,23.894736842105264,26,27,1
2015-09-20,Cowboys,Eagles,21.36842105263158,5.684210526315789,12.263157894736842,0.3157894736842105,0.5263157894736842,21.63157894736842,31.263157894736842,248.0,30.105263157894736,136.05263157894737,384.05263157894734,1.6842105263157894,12.421052631578947,0.8947368421052632,0.8421052631578947,1.736842105263158,6.052631578947368,48.473684210526315,2.1578947368421053,3.3684210526315788,0.3157894736842105,11.210526315789474,32.58771929824561,19.526315789473685,5.631578947368421,13.0,0.5263157894736842,1.1578947368421053,22.57894736842105,34.578947368421055,244.3684210526316,25.157894736842106,104.52631578947368,348.89473684210526,1.7894736842105263,10.157894736842104,0.7368421052631579,1.0,1.736842105263158,6.473684210526316,52.578947368421055,1.894736842105263,3.210526315789474,0.3157894736842105,11.210526315789474,28.152631578947375,27.36842105263158,23.42105263157895,20,10,0
2015-09-27,Cowboys,Falcons,21.63157894736842,5.684210526315789,12.368421052631579,0.21052631578947367,0.42105263157894735,22.05263157894737,31.63157894736842,249.89473684210526,30.63157894736842,136.78947368421052,386.6842105263158,1.736842105263158,12.736842105263158,0.9473684210526315,0.7894736842105263,1.736842105263158,6.684210526315789,53.73684210526316,2.0,3.210526315789474,0.3684210526315789,11.263157894736842,33.335087719298244,19.526315789473685,5.368421052631579,12.736842105263158,0.5789473684210527,1.1578947368421053,22.68421052631579,34.63157894736842,245.52631578947367,24.57894736842105,99.63157894736842,345.1578947368421,1.8421052631578947,10.421052631578947,0.7894736842105263,1.0526315789473684,1.8421052631578947,6.473684210526316,53.421052631578945,1.8421052631578947,3.1052631578947367,0.3157894736842105,11.31578947368421,27.405263157894733,27.157894736842106,22.736842105263158,39,28,0
2015-10-04,Cowboys,Saints,21.736842105263158,5.578947368421052,12.105263157894736,0.15789473684210525,0.3684210526315789,21.63157894736842,30.57894736842105,242.6315789473684,30.789473684210527,140.52631578947367,383.1578947368421,1.8421052631578947,13.368421052631579,0.8947368421052632,0.7368421052631579,1.631578947368421,6.894736842105263,55.10526315789474,2.0526315789473686,3.210526315789474,0.3684210526315789,11.157894736842104,33.098245614035086,19.789473684210527,5.578947368421052,12.789473684210526,0.5789473684210527,1.105263157894737,23.05263157894737,35.10526315789474,248.21052631578948,24.473684210526315,100.73684210526316,348.94736842105266,1.631578947368421,8.894736842105264,0.7368421052631579,1.0526315789473684,1.7894736842105263,6.473684210526316,54.473684210526315,1.894736842105263,3.1578947368421053,0.3157894736842105,11.210526315789474,27.642105263157898,27.94736842105263,23.05263157894737,20,26,1
2015-10-11,Cowboys,Patriots,21.473684210526315,5.473684210526316,12.263157894736842,0.15789473684210525,0.3684210526315789,21.263157894736842,30.0,240.78947368421052,31.05263157894737,139.89473684210526,380.6842105263158,1.8421052631578947,13.368421052631579,0.8421052631578947,0.5789473684210527,1.4210526315789473,6.684210526315789,52.89473684210526,2.0526315789473686,3.210526315789474,0.3684210526315789,11.157894736842104,32.98947368421052,20.210526315789473,5.526315789473684,12.842105263157896,0.631578947368421,1.1578947368421053,23.94736842105263,36.05263157894737,255.73684210526315,24.210526315789473,99.47368421052632,355.2105263157895,1.736842105263158,9.68421052631579,0.7368421052631579,1.0526315789473684,1.7894736842105263,6.315789473684211,53.73684210526316,1.894736842105263,3.210526315789474,0.21052631578947367,11.31578947368421,27.76228070175439,27.526315789473685,23.526315789473685,30,6,0
2015-10-25,Cowboys,Giants,21.05263157894737,5.2105263157894735,12.157894736842104,0.21052631578947367,0.47368421052631576,21.63157894736842,30.526315789473685,241.57894736842104,30.05263157894737,133.68421052631578,375.2631578947368,1.7894736842105263,13.157894736842104,0.8421052631578947,0.631578947368421,1.4736842105263157,6.842105263157895,54.21052631578947,1.9473684210526316,3.1578947368421053,0.3684210526315789,11.210526315789474,32.569298245614036,20.57894736842105,5.578947368421052,12.842105263157896,0.631578947368421,1.1578947368421053,24.05263157894737,35.68421052631579,256.5263157894737,24.736842105263158,100.89473684210526,357.42105263157896,1.894736842105263,11.052631578947368,0.7368421052631579,0.9473684210526315,1.6842105263157894,6.526315789473684,55.526315789473685,2.0,3.3157894736842106,0.21052631578947367,11.31578947368421,28.18245614035088,27.736842105263158,23.31578947368421,20,27,1
2015-11-01,Cowboys,Seahawks,21.473684210526315,5.2631578947368425,12.210526315789474,0.21052631578947367,0.5263157894736842,21.57894736842105,30.736842105263158,242.10526315789474,30.68421052631579,139.47368421052633,381.57894736842104,1.8421052631578947,13.157894736842104,0.8421052631578947,0.7368421052631579,1.5789473684210527,7.052631578947368,55.8421052631579,1.894736842105263,3.0526315789473686,0.2631578947368421,11.210526315789474,33.14298245614035,19.894736842105264,5.315789473684211,12.736842105263158,0.5789473684210527,1.0526315789473684,23.157894736842106,34.73684210526316,247.57894736842104,24.473684210526315,101.47368421052632,349.05263157894734,2.0,11.736842105263158,0.6842105263157895,0.8421052631578947,1.5263157894736843,6.2631578947368425,49.94736842105263,1.9473684210526316,3.263157894736842,0.2631578947368421,11.368421052631579,27.608771929824563,27.0,23.105263157894736,13,12,0
2015-11-08,Cowboys,Eagles,20.94736842105263,5.052631578947368,12.210526315789474,0.2631578947368421,0.631578947368421,21.105263157894736,30.57894736842105,233.47368421052633,30.42105263157895,136.26315789473685,369.7368421052632,1.8421052631578947,13.105263157894736,0.8421052631578947,0.7368421052631579,1.5789473684210527,7.0,55.31578947368421,1.736842105263158,3.0526315789473686,0.2631578947368421,11.157894736842104,32.91228070175438,19.842105263157894,5.368421052631579,12.842105263157896,0.5263157894736842,0.9473684210526315,22.473684210526315,34.0,241.05263157894737,25.42105263157895,101.94736842105263,343.0,1.894736842105263,11.421052631578947,0.5789473684210527,0.8421052631578947,1.4210526315789473,6.368421052631579,51.0,1.8421052631578947,3.210526315789474,0.2631578947368421,11.31578947368421,27.839473684210528,26.789473684210527,21.736842105263158,33,27,0
2015-11-15,Cowboys,Buccaneers,21.0,5.052631578947368,12.31578947368421,0.3684210526315789,0.7368421052631579,20.94736842105263,30.42105263157895,231.42105263157896,30.210526315789473,135.94736842105263,367.36842105263156,2.0,13.842105263157896,0.7368421052631579,0.7368421052631579,1.4736842105263157,7.052631578947368,55.421052631578945,1.8421052631578947,3.0526315789473686,0.2631578947368421,11.105263157894736,33.02807017543859,20.36842105263158,5.315789473684211,12.842105263157896,0.5789473684210527,1.0,22.94736842105263,34.578947368421055,248.05263157894737,25.63157894736842,101.73684210526316,349.7894736842105,1.9473684210526316,11.842105263157896,0.5789473684210527,0.7894736842105263,1.368421052631579,6.631578947368421,52.8421052631579,1.8421052631578947,3.210526315789474,0.3684210526315789,11.263157894736842,27.553508771929824,27.63157894736842,22.105263157894736,6,10,1
